[run] device=cpu  seed=17  out=/Users/agentra/Documents/hao/working/paper-lab/hao-paper-2026/iotj-fedkan-ids/repo/results/lrsweep_botiot/lrsweep_mlp32_lr0p03__dir0.1__seed17
[run] model=mlp  params=1,346
  round   1/50: acc=0.9712  f1m=0.9712  uplink_kB=52.6  t=1.34s
  round   2/50: acc=0.9724  f1m=0.9724  uplink_kB=52.6  t=0.69s
  round   3/50: acc=0.9737  f1m=0.9737  uplink_kB=52.6  t=0.67s
  round   4/50: acc=0.9743  f1m=0.9743  uplink_kB=52.6  t=0.65s
  round   5/50: acc=0.9973  f1m=0.9973  uplink_kB=52.6  t=0.57s
  round   6/50: acc=0.9974  f1m=0.9974  uplink_kB=52.6  t=0.63s
  round   7/50: acc=0.9972  f1m=0.9972  uplink_kB=52.6  t=0.61s
  round   8/50: acc=0.9962  f1m=0.9962  uplink_kB=52.6  t=0.64s
  round   9/50: acc=0.9974  f1m=0.9974  uplink_kB=52.6  t=0.68s
  round  10/50: acc=0.9971  f1m=0.9971  uplink_kB=52.6  t=0.63s
  round  11/50: acc=0.9972  f1m=0.9972  uplink_kB=52.6  t=0.64s
  round  12/50: acc=0.9971  f1m=0.9971  uplink_kB=52.6  t=0.62s
  round  13/50: acc=0.9972  f1m=0.9972  uplink_kB=52.6  t=0.68s
  round  14/50: acc=0.9976  f1m=0.9976  uplink_kB=52.6  t=0.65s
  round  15/50: acc=0.9972  f1m=0.9972  uplink_kB=52.6  t=0.68s
  round  16/50: acc=0.9972  f1m=0.9972  uplink_kB=52.6  t=0.67s
  round  17/50: acc=0.9974  f1m=0.9974  uplink_kB=52.6  t=0.62s
  round  18/50: acc=0.9973  f1m=0.9973  uplink_kB=52.6  t=0.63s
  round  19/50: acc=0.9975  f1m=0.9975  uplink_kB=52.6  t=0.70s
  round  20/50: acc=0.9977  f1m=0.9977  uplink_kB=52.6  t=0.64s
  round  21/50: acc=0.9978  f1m=0.9978  uplink_kB=52.6  t=0.64s
  round  22/50: acc=0.9978  f1m=0.9978  uplink_kB=52.6  t=0.66s
  round  23/50: acc=0.9976  f1m=0.9976  uplink_kB=52.6  t=0.65s
  round  24/50: acc=0.9978  f1m=0.9978  uplink_kB=52.6  t=0.68s
  round  25/50: acc=0.9979  f1m=0.9979  uplink_kB=52.6  t=0.61s
  round  26/50: acc=0.9976  f1m=0.9976  uplink_kB=52.6  t=0.65s
  round  27/50: acc=0.9978  f1m=0.9978  uplink_kB=52.6  t=0.80s
  round  28/50: acc=0.9979  f1m=0.9979  uplink_kB=52.6  t=0.65s
  round  29/50: acc=0.9979  f1m=0.9979  uplink_kB=52.6  t=0.66s
  round  30/50: acc=0.9979  f1m=0.9979  uplink_kB=52.6  t=0.69s
  round  31/50: acc=0.9981  f1m=0.9981  uplink_kB=52.6  t=0.65s
  round  32/50: acc=0.9980  f1m=0.9980  uplink_kB=52.6  t=0.61s
  round  33/50: acc=0.9978  f1m=0.9978  uplink_kB=52.6  t=0.69s
  round  34/50: acc=0.9980  f1m=0.9980  uplink_kB=52.6  t=0.65s
  round  35/50: acc=0.9989  f1m=0.9989  uplink_kB=52.6  t=0.67s
  round  36/50: acc=0.9990  f1m=0.9990  uplink_kB=52.6  t=0.69s
  round  37/50: acc=0.9980  f1m=0.9980  uplink_kB=52.6  t=0.64s
  round  38/50: acc=0.9981  f1m=0.9981  uplink_kB=52.6  t=0.67s
  round  39/50: acc=0.9986  f1m=0.9986  uplink_kB=52.6  t=0.61s
  round  40/50: acc=0.9988  f1m=0.9988  uplink_kB=52.6  t=0.67s
  round  41/50: acc=0.9981  f1m=0.9981  uplink_kB=52.6  t=0.69s
  round  42/50: acc=0.9989  f1m=0.9989  uplink_kB=52.6  t=0.67s
  round  43/50: acc=0.9988  f1m=0.9988  uplink_kB=52.6  t=0.66s
  round  44/50: acc=0.9988  f1m=0.9988  uplink_kB=52.6  t=0.64s
  round  45/50: acc=0.9988  f1m=0.9988  uplink_kB=52.6  t=0.61s
  round  46/50: acc=0.9989  f1m=0.9989  uplink_kB=52.6  t=0.62s
  round  47/50: acc=0.9988  f1m=0.9988  uplink_kB=52.6  t=0.66s
  round  48/50: acc=0.9990  f1m=0.9990  uplink_kB=52.6  t=0.68s
  round  49/50: acc=0.9990  f1m=0.9990  uplink_kB=52.6  t=0.64s
  round  50/50: acc=0.9989  f1m=0.9989  uplink_kB=52.6  t=0.65s
[run] DONE -> /Users/agentra/Documents/hao/working/paper-lab/hao-paper-2026/iotj-fedkan-ids/repo/results/lrsweep_botiot/lrsweep_mlp32_lr0p03__dir0.1__seed17/metrics.json  final_acc=0.9989
